"","Tick","MeanSteps","SDSteps"
"1",1,47.25,38.9384236113037
"2",2,26.23,17.7180821008746
"3",3,26.3433333333333,17.7217038934999
"4",4,24.7733333333333,18.5183320583205
"5",5,22.1533333333333,16.2731831209782
"6",6,21.8166666666667,19.1632388239103
"7",7,21.3933333333333,18.070195227378
"8",8,18.5533333333333,13.6757872005803
"9",9,20.64,21.3042343209044
"10",10,17.09,16.3020008996851
