"","Tick","MeanSteps","SDSteps"
"1",1,34.1225,17.5370320678842
"2",2,24.81,12.444030697487
"3",3,24.3975,13.7733254426809
"4",4,20.9325,11.6461557498601
"5",5,20.66,9.43951269928697
"6",6,19.475,9.44639481495454
"7",7,19.7175,11.268881654805
"8",8,17.9675,11.5358763754645
"9",9,17.5025,9.37763263036039
"10",10,15.4825,9.22007015971137
