"","MeanCumEggs","SDCumEggs","MedianCumEggs","MeanProportionofCumEggs","SDPropCumEggs","No. Sim Polygons","No. Map Polygons","Run"
"MWROW60-100",22.394708994709,50.6533480149827,6,5.64115514693366,12.7594154017206,3780,189,"Run12"
"MWROW20-60",17.93,38.2279763644778,6,4.51650931514303,9.62950425818358,2600,130,"Run12"
"MWROW5-20",14.3192592592593,35.4113227263411,2,3.60697533911838,8.91999826854743,2700,135,"Run12"
"MWROW1-5",7.32941176470588,28.0212335043438,0,1.84625524315745,7.05845856911136,1020,51,"Run12"
"Grass/Pasure",200.004,270.732473087363,94,50.3803641419892,68.196638963234,500,25,"Run12"
"Corn_nonGMO",380.38,404.057737953377,227,95.8164982316846,101.780844245513,200,10,"Run12"
"Corn",2.36538461538462,3.60303742670332,0,0.595832774639187,0.907593536001923,520,26,"Run12"
"Soybeans_nonGMO",1644.8,496.264203826953,1694,414.319828307153,125.007356350054,20,1,"Run12"
"Soybeans",2.23333333333333,4.00628474528677,0,414.319828307153,125.007356350054,420,21,"Run12"
"Developed/Open Space/Developed/Low Intensity",17.0458333333333,29.3387894428557,4,4.29379057637342,7.39034667114767,480,24,"Run12"
"Other",1.4875,2.28305579213474,0,0.374696464376757,0.575094408932951,160,8,"Run12"
"Forest",0.3,0.802080627701064,0,0.0755690348322871,0.202041529643481,60,3,"Run12"
"MWROW0",0,0,0,0,0,2000,100,"Run12"
"High Intensity",0,0,0,0,0,20,1,"Run12"
