"","MeanCumEggs","SDCumEggs","MedianCumEggs","MeanProportionofCumEggs","SDPropCumEggs","No. Sim Polygons","No. Map Polygons","Run"
"MWROW60-100",13.6492063492063,11.6514963457483,10,4.676147298368,3.99174221307626,3780,189,"Run14"
"MWROW20-60",13.2453846153846,10.7006010725384,10,4.53780006693776,3.66597042465942,2600,130,"Run14"
"MWROW5-20",9.76296296296296,8.41727272397297,8,3.34474047174037,2.88371397580355,2700,135,"Run14"
"MWROW1-5",5.54901960784314,5.7585868551445,4,1.90106533551788,1.97286198744201,1020,51,"Run14"
"Grass/Pasure",153.128,187.975465462916,86,52.4608585426017,64.3994194603845,500,25,"Run14"
"Corn_nonGMO",347.73,343.109351519308,274,119.130494364315,117.547484161605,200,10,"Run14"
"Corn",1.90769230769231,2.63247807747802,0,0.653565489633872,0.901873334981678,520,26,"Run14"
"Soybeans_nonGMO",1080.5,253.14965929268,1064,370.173695570249,86.7277602153825,20,1,"Run14"
"Soybeans",2.44285714285714,3.38400599861162,2,370.173695570249,86.7277602153825,420,21,"Run14"
"Developed/Open Space/Developed/Low Intensity",8.04583333333333,10.9600592747282,4,2.75646076718398,3.75485945894967,480,24,"Run14"
"Other",1.3625,1.87579149960757,0,0.466785432868546,0.642636438249877,160,8,"Run14"
"Forest",0.333333333333333,0.74535599249993,0,0.114198271038176,0.255355096954308,60,3,"Run14"
"MWROW0",0,0,0,0,0,2000,100,"Run14"
"High Intensity",0,0,0,0,0,20,1,"Run14"
