"run","tick","Name2","MonXs","MonYs","ClassNames"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
8,10.0,"9999","9999","9999","9999"
